"日期","收市","開市","高","低","成交量","升跌（%）"
"2023-8-16","35,101.00","35,022.00","35,188.00","34,937.00","85.04K","0.27%"
"2023-8-15","35,007.00","35,347.00","35,413.00","34,957.00","1.07K","-1.03%"
"2023-8-14","35,371.00","35,391.00","35,456.00","35,226.00","131.74K","0.06%"
"2023-8-11","35,351.00","35,265.00","35,431.00","35,115.00","139.82K","0.28%"
"2023-8-10","35,251.00","35,271.00","35,660.00","35,179.00","206.77K","0.14%"
"2023-8-9","35,202.00","35,376.00","35,494.00","35,131.00","140.79K","-0.55%"
"2023-8-8","35,395.00","35,563.00","35,569.00","35,076.00","153.08K","-0.45%"
"2023-8-7","35,554.00","35,150.00","35,589.00","35,140.00","146.89K","1.16%"
"2023-8-5","35,145.00","35,145.00","35,145.00","35,145.00","","-0.02%"
"2023-8-4","35,153.00","35,295.00","35,602.00","35,117.00","183.91K","-0.45%"
"2023-8-3","35,312.00","35,396.00","35,494.00","35,216.00","153.65K","-0.26%"
"2023-8-2","35,403.00","35,650.00","35,728.00","35,333.00","167.19K","-0.99%"
"2023-8-1","35,757.00","35,706.00","35,810.00","35,571.00","125.39K","0.17%"
"2023-7-31","35,695.00","35,598.00","35,713.00","35,511.00","105.89K","0.29%"
"2023-7-28","35,592.00","35,439.00","35,708.00","35,376.00","144.65K","0.45%"
"2023-7-27","35,431.00","35,635.00","35,843.00","35,346.00","188.13K","-0.71%"
"2023-7-26","35,684.00","35,573.00","35,800.00","35,470.00","173.88K","0.22%"
"2023-7-25","35,604.00","35,584.00","35,693.00","35,527.00","124.98K","0.06%"
"2023-7-24","35,581.00","35,397.00","35,638.00","35,351.00","127.73K","0.55%"
"2023-7-22","35,385.00","35,385.00","35,385.00","35,385.00","","-0.04%"
"2023-7-21","35,398.00","35,413.00","35,516.00","35,348.00","144.93K","-0.01%"
"2023-7-20","35,401.00","35,237.00","35,549.00","35,192.00","176.63K","0.42%"
"2023-7-19","35,253.00","35,120.00","35,417.00","35,110.00","167.59K","0.32%"
"2023-7-18","35,142.00","34,744.00","35,173.00","34,691.00","155.19K","1.09%"
"2023-7-17","34,763.00","34,647.00","34,850.00","34,580.00","117.30K","0.25%"
"2023-7-14","34,678.00","34,547.00","34,788.00","34,495.00","135.13K","0.25%"
"2023-7-13","34,590.00","34,570.00","34,675.00","34,543.00","110.88K","0.12%"
"2023-7-12","34,550.00","34,439.00","34,792.00","34,410.00","151.14K","0.25%"
"2023-7-11","34,464.00","34,151.00","34,493.00","34,060.00","140.62K","0.93%"
"2023-7-10","34,146.00","33,968.00","34,169.00","33,803.00","123.29K","0.62%"
"2023-7-7","33,937.00","34,107.00","34,244.00","33,918.00","137.65K","-0.57%"
"2023-7-6","34,131.00","34,488.00","34,495.00","33,967.00","159.33K","-1.10%"
"2023-7-5","34,509.00","34,628.00","34,652.00","34,435.00","144.07K","-0.27%"
"2023-7-4","34,604.00","34,624.00","34,652.00","34,584.00","30.44K","-0.10%"
"2023-7-3","34,637.00","34,619.00","34,688.00","34,510.00","73.71K","-0.02%"
"2023-6-30","34,643.00","34,325.00","34,705.00","34,313.00","125.43K","0.84%"
"2023-6-29","34,353.00","34,145.00","34,388.00","34,051.00","158.62K","0.74%"
"2023-6-28","34,101.00","34,169.00","34,218.00","33,993.00","150.80K","-0.24%"
"2023-6-27","34,183.00","34,002.00","34,232.00","33,901.00","149.65K","0.62%"
"2023-6-26","33,971.00","33,977.00","34,072.00","33,855.00","131.13K","-0.02%"
"2023-6-23","33,977.00","34,250.00","34,250.00","33,888.00","144.69K","-0.68%"
"2023-6-22","34,210.00","34,248.00","34,274.00","34,096.00","133.73K","-0.07%"
"2023-6-21","34,235.00","34,328.00","34,387.00","34,160.00","131.66K","-0.35%"
"2023-6-20","34,356.00","34,621.00","34,649.00","34,197.00","189.09K","-0.44%"
"2023-6-19","34,507.00","34,589.00","34,612.00","34,473.00","44.44K","-0.24%"
"2023-6-18","34,591.00","34,626.00","34,627.00","34,582.00","1.50K","0.03%"
"2023-6-16","34,582.19","34,395.00","34,699.00","34,370.00","2.35K","0.47%"
"2023-6-15","34,420.00","33,993.00","34,496.00","33,875.00","26.16K","1.27%"
"2023-6-14","33,990.00","34,221.00","34,221.00","33,793.00","40.06K","-0.70%"
"2023-6-13","34,228.00","34,093.00","34,330.00","34,010.00","82.12K","-0.47%"
"2023-6-12","34,389.00","34,190.00","34,402.00","34,185.00","154.30K","0.55%"
"2023-6-9","34,202.00","34,132.00","34,294.00","34,027.00","56.26K","0.13%"
"2023-6-8","34,159.00","34,012.00","34,203.00","33,920.00","19.02K","1.33%"
"2023-6-7","33,709.00","33,611.00","33,745.00","33,542.00","170.14K","0.27%"
"2023-6-6","33,617.00","33,612.00","33,677.00","33,448.00","161.27K","-0.01%"
"2023-6-5","33,619.00","33,817.00","33,894.00","33,600.00","177.15K","-0.59%"
"2023-6-2","33,817.00","33,143.00","33,863.00","33,120.00","218.21K","2.16%"
"2023-6-1","33,103.00","32,910.00","33,212.00","32,737.00","186.75K","0.38%"
"2023-5-31","32,979.00","33,064.00","33,076.00","32,793.00","174.70K","-0.33%"
"2023-5-30","33,089.00","33,279.00","33,330.00","32,921.00","203.08K","-0.23%"
"2023-5-29","33,166.00","33,237.00","33,266.00","33,158.00","27.86K","-0.23%"
"2023-5-28","33,242.00","33,300.00","33,300.00","33,232.00","3.17K","0.35%"
"2023-5-26","33,125.00","32,792.00","33,202.00","32,724.00","168.33K","0.97%"
"2023-5-25","32,806.00","32,897.00","32,914.00","32,619.00","194.76K","-0.15%"
"2023-5-24","32,854.00","33,131.00","33,184.00","32,806.00","184.60K","-0.84%"
"2023-5-23","33,132.00","33,396.00","33,479.00","33,070.00","178.44K","-0.68%"
"2023-5-22","33,360.00","33,412.00","33,587.00","33,273.00","152.19K","-0.41%"
"2023-5-19","33,496.00","33,625.00","33,731.00","33,394.00","181.17K","-0.36%"
"2023-5-18","33,618.00","33,473.00","33,651.00","33,281.00","183.60K","0.42%"
"2023-5-17","33,478.00","33,094.00","33,540.00","33,062.00","169.60K","1.26%"
"2023-5-16","33,060.00","33,385.00","33,397.00","33,032.00","145.84K","-1.01%"
"2023-5-15","33,398.00","33,321.00","33,506.00","33,212.00","130.11K","0.13%"
"2023-5-12","33,355.00","33,367.00","33,544.00","33,163.00","145.45K","-0.05%"
"2023-5-11","33,371.00","33,594.00","33,683.00","33,180.00","151.68K","-0.69%"
"2023-5-10","33,602.00","33,630.00","33,854.00","33,297.00","201.17K","-0.10%"
"2023-5-9","33,637.00","33,684.00","33,726.00","33,539.00","103.17K","-0.14%"
"2023-5-8","33,685.00","33,753.00","33,848.00","33,566.00","104.60K","-0.16%"
"2023-5-5","33,739.00","33,190.00","33,822.00","33,173.00","152.68K","1.64%"
"2023-5-4","33,196.00","33,392.00","33,562.00","33,004.00","219.40K","-0.88%"
"2023-5-3","33,492.00","33,752.00","33,917.00","33,400.00","184.19K","-0.83%"
"2023-5-2","33,772.00","34,111.00","34,188.00","33,520.00","194.06K","-1.11%"
"2023-5-1","34,152.00","34,216.00","34,363.00","34,106.00","109.77K","-0.14%"
"2023-4-28","34,200.00","33,861.00","34,236.00","33,752.00","169.86K","0.80%"
"2023-4-27","33,929.00","33,444.00","33,967.00","33,421.00","173.75K","1.51%"
"2023-4-26","33,424.00","33,726.00","33,762.00","33,347.00","184.15K","-0.68%"
"2023-4-25","33,652.00","34,006.00","34,007.00","33,643.00","179.21K","-1.03%"
"2023-4-24","34,001.00","33,922.00","34,024.00","33,775.00","121.54K","0.15%"
"2023-4-21","33,950.00","33,899.00","33,996.00","33,809.00","145.06K","0.12%"
"2023-4-20","33,909.00","34,014.00","34,033.00","33,802.00","147.31K","-0.36%"
"2023-4-19","34,033.00","34,104.00","34,105.00","33,942.00","124.52K","-0.27%"
"2023-4-18","34,124.00","34,123.00","34,287.00","33,928.00","140.67K","-0.01%"
"2023-4-17","34,129.00","34,125.00","34,148.00","33,938.00","128.28K","0.27%"
"2023-4-14","34,037.00","34,130.00","34,275.00","33,877.00","187.28K","-0.45%"
"2023-4-13","34,190.00","33,788.00","34,216.00","33,747.00","142.66K","1.11%"
"2023-4-12","33,813.00","33,881.00","34,119.00","33,760.00","170.02K","-0.12%"
"2023-4-11","33,852.00","33,766.00","33,953.00","33,730.00","121.33K","0.30%"
"2023-4-10","33,751.00","33,699.00","33,784.00","33,508.00","109.23K","0.27%"
"2023-4-7","33,659.00","33,629.00","33,774.00","33,577.00","13.57K","0.00%"
"2023-4-6","33,659.00","33,634.00","33,716.00","33,486.00","124.32K","0.01%"
"2023-4-5","33,656.00","33,626.00","33,720.00","33,503.00","138.42K","0.24%"
"2023-4-4","33,577.00","33,766.00","33,877.00","33,455.00","138.74K","-0.62%"
"2023-4-3","33,786.00","33,441.00","33,821.00","33,436.00","131.79K","0.97%"
"2023-3-31","33,460.00","33,039.00","33,549.00","33,003.00","136.55K","1.26%"
"2023-3-30","33,044.00","32,894.00","33,123.00","32,863.00","132.07K","0.43%"
"2023-3-29","32,903.00","32,622.00","32,924.00","32,616.00","135.01K","0.97%"
"2023-3-28","32,588.00","32,667.00","32,784.00","32,486.00","120.17K","-0.13%"
"2023-3-27","32,631.00","32,486.00","32,770.00","32,418.00","136.41K","0.61%"
"2023-3-24","32,434.00","32,381.00","32,485.00","31,945.00","193.25K","0.36%"
"2023-3-23","32,319.00","32,296.00","32,733.00","32,054.00","214.72K","0.19%"
"2023-3-22","32,258.00","32,789.00","32,994.00","32,231.00","185.80K","-1.57%"
"2023-3-21","32,774.00","32,474.00","32,830.00","32,441.00","136.93K","0.98%"
"2023-3-20","32,456.00","32,142.00","32,510.00","31,657.00","221.27K","1.09%"
"2023-3-17","32,106.30","32,230.00","32,351.00","31,931.00","2.56K","-0.44%"
"2023-3-16","32,249.00","31,850.00","32,283.00","31,566.00","39.73K","1.18%"
"2023-3-15","31,872.00","32,160.00","32,203.00","31,428.00","59.92K","-0.90%"
"2023-3-14","32,161.00","31,909.00","32,311.00","31,805.00","95.69K","1.04%"
"2023-3-13","31,830.00","32,029.00","32,366.00","31,530.00","201.52K","-1.04%"
"2023-3-10","32,165.00","32,534.00","32,692.00","32,043.00","138.64K","-1.10%"
"2023-3-9","32,524.00","33,091.00","33,278.00","32,455.00","25.47K","-1.70%"
"2023-3-8","33,086.00","33,150.00","33,208.00","32,900.00","2.96K","-0.15%"
"2023-3-7","33,137.00","33,711.00","33,779.00","33,117.00","2.19K","-1.73%"
"2023-3-6","33,719.00","33,628.00","33,855.00","33,625.00","1.20K","0.91%"
"2023-3-3","33,414.00","33,004.00","33,430.00","32,953.00","148.71K","1.20%"
"2023-3-2","33,018.00","32,845.00","33,107.00","32,639.00","163.24K","0.99%"
"2023-3-1","32,693.00","32,652.00","32,864.00","32,527.00","188.69K","0.03%"
"2023-2-28","32,682.00","32,940.00","33,021.00","32,607.00","158.69K","-0.69%"
"2023-2-27","32,909.00","32,816.00","33,211.00","32,783.00","156.50K","0.25%"
"2023-2-24","32,826.00","33,139.00","33,197.00","32,648.00","179.17K","-1.07%"
"2023-2-23","33,182.00","33,097.00","33,294.00","32,816.00","173.20K","0.31%"
"2023-2-22","33,079.00","33,186.00","33,273.00","32,976.00","161.68K","-0.25%"
"2023-2-21","33,162.00","33,844.00","33,875.00","33,141.00","192.79K","-1.80%"
"2023-2-20","33,770.00","33,828.00","33,875.00","33,738.00","21.94K","-0.17%"
"2023-2-19","33,827.00","33,840.00","33,856.00","33,806.00","0.79K","-0.12%"
"2023-2-17","33,866.00","33,719.00","33,889.00","33,514.00","183.82K","0.38%"
"2023-2-16","33,739.00","34,169.00","34,233.00","33,709.00","193.14K","-1.27%"
"2023-2-15","34,174.00","34,086.00","34,193.00","33,871.00","158.06K","0.16%"
"2023-2-14","34,121.00","34,276.00","34,551.00","33,852.00","242.93K","-0.43%"
"2023-2-13","34,268.00","33,905.00","34,289.00","33,759.00","145.50K","1.10%"
"2023-2-10","33,895.00","33,760.00","33,924.00","33,543.00","186.97K","0.48%"
"2023-2-9","33,734.00","34,043.00","34,287.00","33,630.00","194.88K","-0.77%"
"2023-2-8","33,995.00","34,145.00","34,212.00","33,919.00","176.35K","-0.62%"
"2023-2-7","34,206.00","33,920.00","34,283.00","33,661.00","273.43K","0.80%"
"2023-2-6","33,934.00","33,886.00","34,010.00","33,685.00","164.85K","-0.08%"
"2023-2-3","33,962.00","34,048.00","34,226.00","33,821.00","226.64K","-0.40%"
"2023-2-2","34,097.00","34,126.00","34,214.00","33,857.00","194.09K","-0.15%"
"2023-2-1","34,148.00","34,132.00","34,407.00","33,624.00","207.74K","-0.02%"
"2023-1-31","34,156.00","33,819.00","34,166.00","33,579.00","147.86K","1.10%"
"2023-1-30","33,785.00","34,014.00","34,123.00","33,762.00","150.81K","-0.77%"
"2023-1-27","34,046.00","33,998.00","34,241.00","33,899.00","141.44K","0.07%"
"2023-1-26","34,023.00","33,813.00","34,044.00","33,701.00","163.84K","0.59%"
"2023-1-25","33,823.00","33,838.00","33,866.00","33,347.00","182.79K","-0.01%"
"2023-1-24","33,826.00","33,732.00","33,906.00","33,474.00","160.73K","0.29%"
"2023-1-23","33,727.00","33,471.00","33,885.00","33,402.00","176.74K","0.76%"
"2023-1-20","33,474.00","33,187.00","33,482.00","33,031.00","165.28K","1.01%"
"2023-1-19","33,139.00","33,368.00","33,391.00","33,067.00","176.09K","-0.74%"
"2023-1-18","33,386.00","34,006.00","34,131.00","33,365.00","200.01K","-1.86%"
"2023-1-17","34,020.00","34,436.00","34,489.00","33,970.00","189.74K","-1.11%"
"2023-1-16","34,402.00","34,404.00","34,487.00","34,303.00","23.22K","0.01%"
"2023-1-15","34,398.00","34,441.00","34,446.00","34,390.00","1.41K","-0.05%"
"2023-1-13","34,416.00","34,308.00","34,464.00","34,006.00","152.64K","0.28%"
"2023-1-12","34,319.00","34,119.00","34,422.00","33,850.00","206.58K","0.61%"
"2023-1-11","34,110.00","33,849.00","34,125.00","33,826.00","122.66K","0.77%"
"2023-1-10","33,849.00","33,674.00","33,870.00","33,489.00","141.92K","0.53%"
"2023-1-9","33,670.00","33,790.00","34,080.00","33,630.00","153.57K","-0.30%"
"2023-1-6","33,772.00","33,082.00","33,863.00","33,032.00","238.43K","2.12%"
"2023-1-5","33,070.00","33,380.00","33,467.00","32,943.00","173.18K","-1.04%"
"2023-1-4","33,416.00","33,238.00","33,564.00","33,171.00","187.17K","0.41%"
"2023-1-3","33,278.00","33,485.00","33,643.00","32,983.00","196.90K","-0.28%"
"2023-1-2","33,373.00","33,315.00","33,516.00","33,315.00","3.45K","0.17%"
"2023-1-1","33,315.00","33,315.00","33,315.00","33,315.00","","0.09%"
"2022-12-30","33,285.00","33,351.00","33,370.00","32,989.00","119.35K","-0.27%"
"2022-12-29","33,375.00","33,067.00","33,458.00","32,999.00","105.02K","1.00%"
"2022-12-28","33,046.00","33,427.00","33,567.00","33,026.00","137.87K","-1.11%"
"2022-12-27","33,416.00","33,399.00","33,613.00","33,236.00","125.98K","-0.36%"
"2022-12-26","33,537.00","33,457.00","33,546.00","33,451.00","2.08K","0.55%"
"2022-12-25","33,352.00","33,352.00","33,352.00","33,352.00","","-0.07%"
"2022-12-23","33,375.00","33,215.00","33,411.00","32,989.00","158.61K","0.50%"
"2022-12-22","33,208.00","33,639.00","33,663.00","32,750.00","165.17K","-1.08%"
"2022-12-21","33,569.00","33,148.00","33,645.00","33,141.00","150.66K","1.56%"
"2022-12-20","33,053.00","32,950.00","33,204.00","32,686.00","156.32K","0.24%"
"2022-12-19","32,973.00","33,105.00","33,279.00","32,792.00","138.09K","0.02%"
"2022-12-16","32,966.46","33,200.00","33,270.00","32,779.00","3.25K","-0.74%"
"2022-12-15","33,212.00","34,032.00","34,088.00","33,021.00","36.19K","-2.30%"
"2022-12-14","33,993.00","34,124.00","34,420.00","33,718.00","45.58K","-0.41%"
"2022-12-13","34,133.00","33,997.00","34,984.00","33,911.00","83.53K","0.34%"
"2022-12-12","34,017.00","33,487.00","34,026.00","33,433.00","83.04K","1.55%"
"2022-12-9","33,498.00","33,791.00","33,960.00","33,478.00","135.31K","-0.90%"
"2022-12-8","33,803.00","33,621.00","33,931.00","33,482.00","163.24K","0.53%"
"2022-12-7","33,625.00","33,638.00","33,818.00","33,462.00","187.12K","-0.02%"
"2022-12-6","33,633.00","34,007.00","34,084.00","33,452.00","196.31K","-1.04%"
"2022-12-5","33,986.00","34,440.00","34,463.00","33,883.00","170.59K","-1.37%"
"2022-12-2","34,459.00","34,403.00","34,528.00","33,935.00","217.68K","0.09%"
"2022-12-1","34,429.00","34,616.00","34,707.00","34,157.00","246.22K","-0.49%"
"2022-11-30","34,599.00","33,866.00","34,647.00","33,623.00","285.45K","2.19%"
"2022-11-29","33,857.00","33,872.00","33,993.00","33,668.00","173.50K","-0.04%"
"2022-11-28","33,871.00","34,300.00","34,321.00","33,805.00","177.64K","-1.41%"
"2022-11-25","34,356.00","34,255.00","34,393.00","34,206.00","98.20K","0.27%"
"2022-11-24","34,265.00","34,258.00","34,302.00","34,225.00","24.77K","0.16%"
"2022-11-23","34,211.00","34,134.00","34,277.00","34,015.00","161.91K","0.25%"
"2022-11-22","34,126.00","33,734.00","34,138.00","33,658.00","142.86K","1.16%"
"2022-11-21","33,735.00","33,762.00","33,899.00","33,585.00","144.24K","-0.12%"
"2022-11-18","33,775.00","33,581.00","33,855.00","33,469.00","162.98K","0.58%"
"2022-11-17","33,581.00","33,675.00","33,732.00","33,189.00","170.67K","-0.03%"
"2022-11-16","33,591.00","33,569.00","33,733.00","33,471.00","178.33K","-0.04%"
"2022-11-15","33,605.00","33,628.00","34,026.00","33,324.00","257.57K","0.13%"
"2022-11-14","33,561.00","33,645.00","33,981.00","33,550.00","178.09K","-0.60%"
"2022-11-11","33,763.00","33,796.00","33,982.00","33,409.00","229.78K","0.15%"
"2022-11-10","33,712.00","32,535.00","33,800.00","32,450.00","260.41K","3.64%"
"2022-11-9","32,527.00","33,113.00","33,225.00","32,487.00","217.27K","-1.95%"
"2022-11-8","33,175.00","32,814.00","33,366.00","32,766.00","223.72K","1.03%"
"2022-11-7","32,838.00","32,272.00","32,904.00","32,113.00","184.17K","1.26%"
"2022-11-4","32,428.00","31,995.00","32,632.00","31,870.00","276.67K","1.28%"
"2022-11-3","32,017.00","32,186.00","32,273.00","31,738.00","199.60K","-0.50%"
"2022-11-2","32,178.00","32,657.00","33,106.00","32,121.00","260.43K","-1.55%"
"2022-11-1","32,685.00","32,769.00","33,026.00","32,510.00","224.69K","-0.27%"
"2022-10-31","32,775.00","32,920.00","32,941.00","32,617.00","201.24K","-0.37%"
"2022-10-28","32,896.00","32,043.00","33,002.00","31,884.00","230.00K","2.56%"
"2022-10-27","32,074.00","31,951.00","32,421.00","31,871.00","229.32K","0.63%"
"2022-10-26","31,872.00","31,826.00","32,211.00","31,744.00","189.24K","-0.02%"
"2022-10-25","31,877.00","31,509.00","31,917.00","31,346.00","184.77K","1.05%"
"2022-10-24","31,545.00","31,190.00","31,640.00","30,922.00","213.83K","1.36%"
"2022-10-21","31,123.00","30,409.00","31,197.00","30,102.00","252.17K","2.54%"
"2022-10-20","30,353.00","30,525.00","30,857.00","30,287.00","204.71K","-0.35%"
"2022-10-19","30,460.00","30,711.00","30,818.00","30,254.00","183.78K","-0.38%"
"2022-10-18","30,576.00","30,333.00","30,877.00","30,333.00","217.31K","1.14%"
"2022-10-17","30,230.00","29,658.00","30,361.00","29,640.00","160.67K","1.76%"
"2022-10-14","29,708.00","30,091.00","30,480.00","29,650.00","242.08K","-1.27%"
"2022-10-13","30,091.00","29,312.00","30,215.00","28,671.00","299.09K","2.84%"
"2022-10-12","29,261.00","29,316.00","29,526.00","29,177.00","169.92K","-0.02%"
"2022-10-11","29,266.00","29,262.00","29,659.00","28,946.00","203.44K","0.02%"
"2022-10-10","29,260.00","29,278.00","29,539.00","29,055.00","171.60K","-0.32%"
"2022-10-7","29,353.00","29,944.00","30,111.00","29,188.00","158.67K","-2.10%"
"2022-10-6","29,982.00","30,323.00","30,484.00","29,904.00","166.10K","-1.08%"
"2022-10-5","30,310.00","30,356.00","30,513.00","29,933.00","154.46K","-0.18%"
"2022-10-4","30,365.00","29,583.00","30,399.00","29,500.00","176.36K","2.80%"
"2022-10-3","29,538.00","28,767.00","29,702.00","28,635.00","194.80K","2.56%"
"2022-9-30","28,801.00","29,264.00","29,549.00","28,767.00","217.65K","-1.65%"
"2022-9-29","29,285.00","29,754.00","29,783.00","29,047.00","191.74K","-1.56%"
"2022-9-28","29,750.00","29,250.00","29,883.00","28,886.00","232.85K","1.87%"
"2022-9-27","29,203.00","29,339.00","29,729.00","29,019.00","200.40K","-0.48%"
"2022-9-26","29,343.00","29,645.00","29,736.00","29,227.00","210.69K","-1.10%"
"2022-9-23","29,669.00","30,216.00","30,240.00","29,315.00","217.03K","-1.59%"
"2022-9-22","30,149.00","30,228.00","30,494.00","30,048.00","206.73K","-0.44%"
"2022-9-21","30,282.00","30,836.00","31,132.00","30,202.00","246.93K","-1.69%"
"2022-9-20","30,801.00","31,145.00","31,256.00","30,558.00","180.45K","-1.02%"
"2022-9-19","31,117.00","30,948.00","31,183.00","30,590.00","155.41K","1.54%"
"2022-9-16","30,645.20","30,834.00","30,855.00","30,535.00","3.59K","-1.06%"
"2022-9-15","30,974.00","31,190.00","31,281.00","30,882.00","34.96K","-0.56%"
"2022-9-14","31,149.00","31,159.00","31,285.00","30,892.00","52.59K","0.15%"
"2022-9-13","31,103.00","32,434.00","32,667.00","31,020.00","85.20K","-3.96%"
"2022-9-12","32,386.00","32,210.00","32,505.00","32,137.00","73.22K","0.69%"
"2022-9-9","32,164.00","31,807.00","32,233.00","31,769.00","101.78K","1.25%"
"2022-9-8","31,766.00","31,574.00","31,809.00","31,303.00","172.33K","0.60%"
"2022-9-7","31,577.00","31,153.00","31,644.00","30,975.00","142.79K","1.32%"
"2022-9-6","31,166.00","31,345.00","31,592.00","31,042.00","238.78K","-0.88%"
"2022-9-5","31,444.00","31,385.00","31,484.00","31,318.00","33.15K","0.18%"
"2022-9-4","31,387.00","31,359.00","31,392.00","31,277.00","3.26K","0.24%"
"2022-9-2","31,312.00","31,646.00","32,029.00","31,182.00","205.42K","-1.11%"
"2022-9-1","31,663.00","31,555.00","31,678.00","31,221.00","209.86K","0.42%"
"2022-8-31","31,532.00","31,792.00","32,002.00","31,501.00","194.24K","-0.76%"
"2022-8-30","31,775.00","32,105.00","32,347.00","31,616.00","189.78K","-0.94%"
"2022-8-29","32,075.00","32,040.00","32,301.00","31,926.00","182.59K","-0.58%"
"2022-8-26","32,263.00","33,236.00","33,444.00","32,156.00","202.97K","-3.04%"
"2022-8-25","33,273.00","32,955.00","33,290.00","32,872.00","166.90K","0.96%"
"2022-8-24","32,958.00","32,901.00","33,084.00","32,753.00","146.03K","0.17%"
"2022-8-23","32,901.00","33,103.00","33,177.00","32,844.00","152.94K","-0.47%"
"2022-8-22","33,056.00","33,620.00","33,654.00","33,001.00","145.28K","-1.93%"
"2022-8-19","33,706.00","34,003.00","34,009.00","33,616.00","139.45K","-0.81%"
"2022-8-18","33,981.00","33,994.00","34,056.00","33,823.00","123.71K","0.05%"
"2022-8-17","33,963.00","34,127.00","34,177.00","33,804.00","163.82K","-0.45%"
"2022-8-16","34,118.00","33,849.00","34,246.00","33,786.00","138.29K","0.72%"
"2022-8-15","33,873.00","33,708.00","33,924.00","33,485.00","128.49K","0.46%"
"2022-8-12","33,718.00","33,360.00","33,728.00","33,295.00","136.09K","1.24%"
"2022-8-11","33,304.00","33,299.00","33,625.00","33,255.00","172.62K","0.13%"
"2022-8-10","33,260.00","32,768.00","33,331.00","32,678.00","176.37K","1.60%"
"2022-8-9","32,737.00","32,857.00","32,881.00","32,662.00","145.11K","-0.17%"
"2022-8-8","32,792.00","32,750.00","33,065.00","32,665.00","181.50K","0.11%"
"2022-8-5","32,757.00","32,688.00","32,786.00","32,431.00","175.48K","0.23%"
"2022-8-4","32,681.00","32,746.00","32,866.00","32,601.00","132.26K","-0.27%"
"2022-8-3","32,770.00","32,420.00","32,873.00","32,342.00","161.49K","1.25%"
"2022-8-2","32,365.00","32,766.00","32,781.00","32,350.00","228.06K","-1.23%"
"2022-8-1","32,767.00","32,827.00","32,938.00","32,602.00","191.68K","-0.18%"
"2022-7-29","32,825.00","32,567.00","32,887.00","32,458.00","162.74K","1.03%"
"2022-7-28","32,490.00","32,144.00","32,609.00","31,944.00","206.84K","0.99%"
"2022-7-27","32,172.00","31,762.00","32,315.00","31,761.00","210.16K","1.39%"
"2022-7-26","31,732.00","31,840.00","31,916.00","31,665.00","166.36K","-0.74%"
"2022-7-25","31,967.00","31,872.00","32,065.00","31,773.00","137.10K","0.29%"
"2022-7-22","31,875.00","31,982.00","32,193.00","31,704.00","155.95K","-0.41%"
"2022-7-21","32,007.00","31,791.00","32,032.00","31,504.00","158.14K","0.48%"
"2022-7-20","31,853.00","31,809.00","31,980.00","31,621.00","153.53K","0.20%"
"2022-7-19","31,791.00","31,064.00","31,844.00","31,031.00","143.74K","2.40%"
"2022-7-18","31,047.00","31,298.00","31,614.00","30,947.00","147.51K","-0.64%"
"2022-7-15","31,247.00","30,633.00","31,264.00","30,495.00","190.11K","2.10%"
"2022-7-14","30,604.00","30,700.00","30,774.00","30,109.00","172.97K","-0.50%"
"2022-7-13","30,758.00","30,968.00","31,309.00","30,475.00","198.52K","-0.67%"
"2022-7-12","30,966.00","31,177.00","31,328.00","30,828.00","148.98K","-0.56%"
"2022-7-11","31,140.00","31,323.00","31,344.00","31,040.00","130.93K","-0.54%"
"2022-7-8","31,310.00","31,309.00","31,490.00","31,187.00","146.49K","-0.18%"
"2022-7-7","31,367.00","31,054.00","31,404.00","30,898.00","123.74K","1.14%"
"2022-7-6","31,013.00","30,958.00","31,206.00","30,739.00","169.29K","0.25%"
"2022-7-5","30,936.00","31,051.00","31,220.00","30,331.00","213.59K","-0.76%"
"2022-7-4","31,174.00","30,924.00","31,210.00","30,808.00","33.67K","0.78%"
"2022-7-3","30,933.00","31,043.00","31,051.00","30,919.00","2.09K","-0.41%"
"2022-7-1","31,061.00","30,720.00","31,116.00","30,422.00","180.47K","0.91%"
"2022-6-30","30,781.00","31,021.00","31,034.00","30,406.00","186.27K","-0.70%"
"2022-6-29","30,999.00","30,966.00","31,142.00","30,861.00","147.97K","0.21%"
"2022-6-28","30,933.00","31,464.00","31,867.00","30,905.00","164.02K","-1.55%"
"2022-6-27","31,421.00","31,466.00","31,695.00","31,331.00","125.46K","-0.21%"
"2022-6-24","31,487.00","30,568.00","31,508.00","30,538.00","139.78K","2.66%"
"2022-6-23","30,672.00","30,478.00","30,698.00","30,247.00","208.47K","0.66%"
"2022-6-22","30,471.00","30,524.00","30,770.00","30,003.00","210.52K","-0.18%"
"2022-6-21","30,525.00","29,930.00","30,646.00","29,741.00","202.38K","1.23%"
"2022-6-20","30,154.00","30,038.00","30,216.00","29,744.00","59.19K","0.38%"
"2022-6-19","30,039.00","29,928.00","30,050.00","29,919.00","3.53K","0.78%"
"2022-6-17","29,806.19","30,021.00","30,214.00","29,800.00","8.05K","-0.41%"
"2022-6-16","29,928.00","30,727.00","30,943.00","29,741.00","38.76K","-2.39%"
"2022-6-15","30,661.00","30,383.00","31,008.00","30,172.00","48.55K","0.94%"
"2022-6-14","30,375.00","30,531.00","30,874.00","30,137.00","69.32K","-0.50%"
"2022-6-13","30,527.00","31,254.00","31,293.00","30,355.00","112.01K","-2.74%"
"2022-6-10","31,388.00","32,319.00","32,346.00","31,368.00","149.28K","-2.71%"
"2022-6-9","32,263.00","32,909.00","33,110.00","32,252.00","179.16K","-1.90%"
